Date,Account,Category,Tags,Expense amount,Income amount,Currency,In main currency,Main currency,Description
27/04/16,Cash,healthy food,,130.00,0,INR,130.00,INR,
27/04/16,Cash,lux food,,100.00,0,INR,100.00,INR,
27/04/16,Cash,lux food,,30.00,0,INR,30.00,INR,
27/04/16,Cash,provision,,80.00,0,INR,80.00,INR,
27/04/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
27/04/16,Cash,mdu house money,,130.00,0,INR,130.00,INR,
27/04/16,Cash,naveen cosmetic,,212.00,0,INR,212.00,INR,
27/04/16,Cash,Non-Food Prov,,58.00,0,INR,58.00,INR,
27/04/16,Cash,vegetable,,16.00,0,INR,16.00,INR,
30/04/16,Cash,healthy food,,36.00,0,INR,36.00,INR,
30/04/16,Cash,lux food,,40.00,0,INR,40.00,INR,
30/04/16,Cash,healthy food,,80.00,0,INR,80.00,INR,
30/04/16,Cash,provision,,12.00,0,INR,12.00,INR,
30/04/16,Cash,Non-Food Prov,,10.00,0,INR,10.00,INR,
30/04/16,Cash,Household App,,69.00,0,INR,69.00,INR,
30/04/16,Cash,healthy food,,100.00,0,INR,100.00,INR,
30/04/16,Cash,lux food,,170.00,0,INR,170.00,INR,
30/04/16,Cash,Household App,,4.00,0,INR,4.00,INR,
30/04/16,Cash,Household App,,330.00,0,INR,330.00,INR,
30/04/16,Cash,Household App,,19.00,0,INR,19.00,INR,
30/04/16,Cash,Household App,,418.00,0,INR,418.00,INR,
01/05/16,Cash,Household App,,45.00,0,INR,45.00,INR,
01/05/16,Cash,healthy food,,102.00,0,INR,102.00,INR,
01/05/16,Cash,Household App,,55.00,0,INR,55.00,INR,
01/05/16,Cash,vegetable,,305.00,0,INR,305.00,INR,
01/05/16,Cash,Home & Utilities,,41.00,0,INR,41.00,INR,
01/05/16,Cash,Entertainment,,300.00,0,INR,300.00,INR,
01/05/16,Cash,lux food,,48.00,0,INR,48.00,INR,
01/05/16,Cash,Bike,,200.00,0,INR,200.00,INR,
01/05/16,Cash,healthy food,,352.00,0,INR,352.00,INR,
01/05/16,Cash,Entertainment,,15.00,0,INR,15.00,INR,
01/05/16,Cash,Household App,,100.00,0,INR,100.00,INR,
01/05/16,Cash,San Cosmetic,,117.50,0,INR,117.50,INR,
02/05/16,Cash,mdu house money,,600.00,0,INR,600.00,INR,
02/05/16,Cash,Home & Utilities,,26.00,0,INR,26.00,INR,
02/05/16,Cash,healthy food,,190.00,0,INR,190.00,INR,
02/05/16,Cash,provision,,792.00,0,INR,792.00,INR,
02/05/16,Cash,naveen cosmetic,,230.00,0,INR,230.00,INR,
02/05/16,Cash,Non-Food Prov,,71.00,0,INR,71.00,INR,
03/05/16,Cash,provision,,62.00,0,INR,62.00,INR,
03/05/16,Cash,Home & Utilities,,20.00,0,INR,20.00,INR,
03/05/16,Cash,healthy food,,193.00,0,INR,193.00,INR,
03/05/16,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
03/05/16,Cash,Home & Utilities,,100.00,0,INR,100.00,INR,
04/05/16,Cash,healthy food,,90.00,0,INR,90.00,INR,
04/05/16,Cash,Home & Utilities,,100.00,0,INR,100.00,INR,
04/05/16,Cash,Hotel Food,,75.00,0,INR,75.00,INR,
04/05/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
05/05/16,Cash,Home & Utilities,,20.00,0,INR,20.00,INR,
06/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
07/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
07/05/16,Cash,lux food,,10.00,0,INR,10.00,INR,
07/05/16,Cash,vegetable,,20.00,0,INR,20.00,INR,
07/05/16,Cash,Household App,,"1,800.00",0,INR,"1,800.00",INR,
07/05/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
07/05/16,Cash,Entertainment,,240.00,0,INR,240.00,INR,
08/05/16,Cash,Entertainment,,120.00,0,INR,120.00,INR,
08/05/16,Cash,Household App,,"1,350.00",0,INR,"1,350.00",INR,
08/05/16,Cash,vegetable,,205.00,0,INR,205.00,INR,
08/05/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
08/05/16,Cash,lux food,,102.00,0,INR,102.00,INR,
08/05/16,Cash,provision,,38.00,0,INR,38.00,INR,
08/05/16,Cash,Naveen Mobiles,,650.00,0,INR,650.00,INR,
08/05/16,Cash,medical,,320.00,0,INR,320.00,INR,
08/05/16,Cash,travel,,200.00,0,INR,200.00,INR,
08/05/16,Cash,healthy food,,110.00,0,INR,110.00,INR,
08/05/16,Cash,medical,,260.00,0,INR,260.00,INR,
08/05/16,Cash,mdu house money,,600.00,0,INR,600.00,INR,
09/05/16,Cash,mdu house money,,600.00,0,INR,600.00,INR,
09/05/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
09/05/16,Cash,shihfting home,,"2,900.00",0,INR,"2,900.00",INR,
10/05/16,Cash,Hotel Food,,520.00,0,INR,520.00,INR,
10/05/16,Cash,Hotel Food,,80.00,0,INR,80.00,INR,
10/05/16,Cash,travel,,80.00,0,INR,80.00,INR,
11/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
11/05/16,Cash,Hotel Food,,60.00,0,INR,60.00,INR,
11/05/16,Cash,medical,,126.00,0,INR,126.00,INR,
13/05/16,Cash,Household App,,150.00,0,INR,150.00,INR,
13/05/16,Cash,Hotel Food,,15.00,0,INR,15.00,INR,
13/05/16,Cash,travel,,52.00,0,INR,52.00,INR,
13/05/16,Cash,Hotel Food,,63.00,0,INR,63.00,INR,
13/05/16,Cash,Home & Utilities,,10.00,0,INR,10.00,INR,
14/05/16,Cash,medical,,15.00,0,INR,15.00,INR,
14/05/16,Cash,medical,,"2,058.00",0,INR,"2,058.00",INR,
14/05/16,Cash,travel,,60.00,0,INR,60.00,INR,
14/05/16,Cash,medical,,500.00,0,INR,500.00,INR,
14/05/16,Cash,Hotel Food,,230.00,0,INR,230.00,INR,
14/05/16,Cash,travel,,150.00,0,INR,150.00,INR,
15/05/16,Cash,medical,,30.00,0,INR,30.00,INR,
15/05/16,Cash,Naveen Mobiles,,45.00,0,INR,45.00,INR,
15/05/16,Cash,lux food,,35.00,0,INR,35.00,INR,
15/05/16,Cash,healthy food,,270.00,0,INR,270.00,INR,
16/05/16,Cash,lux food,,20.00,0,INR,20.00,INR,
16/05/16,Cash,travel,,110.00,0,INR,110.00,INR,
16/05/16,Cash,Hotel Food,,53.00,0,INR,53.00,INR,
16/05/16,Cash,Amb Home,,520.00,0,INR,520.00,INR,
17/05/16,Cash,Bike,,700.00,0,INR,700.00,INR,
17/05/16,Cash,healthy food,,180.00,0,INR,180.00,INR,
17/05/16,Cash,naveen cosmetic,,225.00,0,INR,225.00,INR,
17/05/16,Cash,provision,,273.00,0,INR,273.00,INR,
17/05/16,Cash,vegetable,,35.00,0,INR,35.00,INR,
17/05/16,Cash,travel,,170.00,0,INR,170.00,INR,
17/05/16,Cash,Home & Utilities,,43.00,0,INR,43.00,INR,
17/05/16,Cash,provision,,20.00,0,INR,20.00,INR,
17/05/16,Cash,Amb Home,,500.00,0,INR,500.00,INR,
18/05/16,Cash,travel,,850.00,0,INR,850.00,INR,
18/05/16,Cash,Hotel Food,,300.00,0,INR,300.00,INR,
19/05/16,Cash,Hotel Food,,200.00,0,INR,200.00,INR,
20/05/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
20/05/16,Cash,Home & Utilities,,10.00,0,INR,10.00,INR,
20/05/16,Cash,healthy food,,150.00,0,INR,150.00,INR,
20/05/16,Cash,Hotel Food,,62.00,0,INR,62.00,INR,
20/05/16,Cash,MDU EB,,300.00,0,INR,300.00,INR,
20/05/16,Cash,mdu house money,,"1,100.00",0,INR,"1,100.00",INR,
20/05/16,Cash,vegetable,,99.00,0,INR,99.00,INR,
20/05/16,Cash,Amb Home,,"1,405.00",0,INR,"1,405.00",INR,
21/05/16,Cash,travel,,231.00,0,INR,231.00,INR,
21/05/16,Cash,lux food,,264.00,0,INR,264.00,INR,
21/05/16,Cash,healthy food,,63.00,0,INR,63.00,INR,
21/05/16,Cash,Home & Utilities,,10.00,0,INR,10.00,INR,
21/05/16,Cash,medical,,"1,100.00",0,INR,"1,100.00",INR,
22/05/16,Cash,healthy food,,25.00,0,INR,25.00,INR,
22/05/16,Cash,San Cosmetic,,174.00,0,INR,174.00,INR,
22/05/16,Cash,healthy food,,20.00,0,INR,20.00,INR,
22/05/16,Cash,healthy food,,96.00,0,INR,96.00,INR,
22/05/16,Cash,healthy food,,115.00,0,INR,115.00,INR,
22/05/16,Cash,lux food,,10.00,0,INR,10.00,INR,
22/05/16,Cash,vegetable,,256.00,0,INR,256.00,INR,
22/05/16,Cash,Household App,,210.00,0,INR,210.00,INR,
22/05/16,Cash,provision,,10.00,0,INR,10.00,INR,
22/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
22/05/16,Cash,healthy food,,400.00,0,INR,400.00,INR,
23/05/16,Cash,healthy food,,100.00,0,INR,100.00,INR,
24/05/16,Cash,provision,,940.00,0,INR,940.00,INR,
24/05/16,Cash,office snacks,,30.00,0,INR,30.00,INR,
24/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
24/05/16,Cash,Non-Food Prov,,57.00,0,INR,57.00,INR,
24/05/16,Cash,naveen cosmetic,,43.00,0,INR,43.00,INR,
25/05/16,Cash,vegetable,,20.00,0,INR,20.00,INR,
26/05/16,Cash,mdu house money,,50.00,0,INR,50.00,INR,
26/05/16,Cash,lux food,,260.00,0,INR,260.00,INR,
26/05/16,Cash,Home & Utilities,,31.00,0,INR,31.00,INR,
27/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
27/05/16,Cash,vegetable,,15.00,0,INR,15.00,INR,
27/05/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
28/05/16,Cash,Naveen Mobiles,,"2,704.00",0,INR,"2,704.00",INR,
28/05/16,Cash,healthy food,,355.00,0,INR,355.00,INR,
28/05/16,Cash,Entertainment,,15.00,0,INR,15.00,INR,
28/05/16,Cash,Entertainment,,300.00,0,INR,300.00,INR,
28/05/16,Cash,provision,,107.00,0,INR,107.00,INR,
28/05/16,Cash,lux food,,10.00,0,INR,10.00,INR,
28/05/16,Cash,provision,,53.00,0,INR,53.00,INR,
28/05/16,Cash,medical,,85.00,0,INR,85.00,INR,
28/05/16,Cash,Household App,,12.00,0,INR,12.00,INR,
28/05/16,Cash,Non-Food Prov,,121.00,0,INR,121.00,INR,
28/05/16,Cash,provision,,236.00,0,INR,236.00,INR,
28/05/16,Cash,medical,,211.00,0,INR,211.00,INR,
28/05/16,Cash,San Cosmetic,,65.00,0,INR,65.00,INR,
29/05/16,Cash,Naveen Mobiles,,600.00,0,INR,600.00,INR,
29/05/16,Cash,San Cosmetic,,620.00,0,INR,620.00,INR,
29/05/16,Cash,healthy food,,70.00,0,INR,70.00,INR,
29/05/16,Cash,travel,,182.00,0,INR,182.00,INR,
29/05/16,Cash,vegetable,,266.00,0,INR,266.00,INR,
29/05/16,Cash,healthy food,,360.00,0,INR,360.00,INR,
29/05/16,Cash,Home & Utilities,,42.00,0,INR,42.00,INR,
29/05/16,Cash,Bike,,200.00,0,INR,200.00,INR,
29/05/16,Cash,healthy food,,25.00,0,INR,25.00,INR,
30/05/16,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
30/05/16,Cash,mdu house money,,100.00,0,INR,100.00,INR,
31/05/16,Cash,Naveen Mobiles,,"2,000.00",0,INR,"2,000.00",INR,
31/05/16,Cash,naveen cosmetic,,330.00,0,INR,330.00,INR,
31/05/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
01/06/16,Cash,healthy food,,100.00,0,INR,100.00,INR,
01/06/16,Cash,provision,,130.00,0,INR,130.00,INR,
01/06/16,Cash,medical,,200.00,0,INR,200.00,INR,
01/06/16,Cash,Hotel Food,,112.00,0,INR,112.00,INR,
01/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
01/06/16,Cash,Amb Home,,"12,000.00",0,INR,"12,000.00",INR,
02/06/16,Cash,office snacks,,50.00,0,INR,50.00,INR,
02/06/16,Cash,mdu house money,,500.00,0,INR,500.00,INR,
02/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
03/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
04/06/16,Cash,lux food,,100.00,0,INR,100.00,INR,
04/06/16,Cash,mdu house money,,620.00,0,INR,620.00,INR,
04/06/16,Cash,office snacks,,25.00,0,INR,25.00,INR,
04/06/16,Cash,Home & Utilities,,20.00,0,INR,20.00,INR,
05/06/16,Cash,Household App,,4.00,0,INR,4.00,INR,
05/06/16,Cash,healthy food,,80.00,0,INR,80.00,INR,
05/06/16,Cash,provision,,78.00,0,INR,78.00,INR,
05/06/16,Cash,healthy food,,149.00,0,INR,149.00,INR,
05/06/16,Cash,mdu house money,,700.00,0,INR,700.00,INR,
05/06/16,Cash,Household App,,50.00,0,INR,50.00,INR,
05/06/16,Cash,healthy food,,500.00,0,INR,500.00,INR,
05/06/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
05/06/16,Cash,vegetable,,256.00,0,INR,256.00,INR,
05/06/16,Cash,Home & Utilities,,20.00,0,INR,20.00,INR,
06/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
06/06/16,Cash,travel,,100.00,0,INR,100.00,INR,
07/06/16,Cash,provision,,10.00,0,INR,10.00,INR,
07/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
08/06/16,Cash,office snacks,,40.00,0,INR,40.00,INR,
09/06/16,Cash,Household App,,309.00,0,INR,309.00,INR,
09/06/16,Cash,Hotel Food,,35.00,0,INR,35.00,INR,
09/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
10/06/16,Cash,Bike,,210.00,0,INR,210.00,INR,
10/06/16,Cash,travel,,"1,389.00",0,INR,"1,389.00",INR,
10/06/16,Cash,healthy food,,50.00,0,INR,50.00,INR,
11/06/16,Cash,Entertainment,,360.00,0,INR,360.00,INR,
11/06/16,Cash,medical,,50.00,0,INR,50.00,INR,
11/06/16,Cash,Hotel Food,,66.00,0,INR,66.00,INR,
11/06/16,Cash,travel,,179.00,0,INR,179.00,INR,
11/06/16,Cash,mdu house money,,650.00,0,INR,650.00,INR,
11/06/16,Cash,healthy food,,180.00,0,INR,180.00,INR,
11/06/16,Cash,Home & Utilities,,44.00,0,INR,44.00,INR,
12/06/16,Cash,healthy food,,84.00,0,INR,84.00,INR,
12/06/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
12/06/16,Cash,Hotel Food,,380.00,0,INR,380.00,INR,
12/06/16,Cash,healthy food,,48.00,0,INR,48.00,INR,
12/06/16,Cash,provision,,45.00,0,INR,45.00,INR,
12/06/16,Cash,naveen cosmetic,,44.00,0,INR,44.00,INR,
12/06/16,Cash,lux food,,24.00,0,INR,24.00,INR,
13/06/16,Cash,Hotel Food,,110.00,0,INR,110.00,INR,
14/06/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
15/06/16,Cash,Hotel Food,,135.00,0,INR,135.00,INR,
16/06/16,Cash,Hotel Food,,110.00,0,INR,110.00,INR,
16/06/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
16/06/16,Cash,lux food,,10.00,0,INR,10.00,INR,
17/06/16,Cash,Hotel Food,,500.00,0,INR,500.00,INR,
17/06/16,Cash,Hotel Food,,80.00,0,INR,80.00,INR,
17/06/16,Cash,healthy food,,40.00,0,INR,40.00,INR,
17/06/16,Cash,provision,,48.00,0,INR,48.00,INR,
17/06/16,Cash,lux food,,35.00,0,INR,35.00,INR,
17/06/16,Cash,naveen cosmetic,,125.00,0,INR,125.00,INR,
18/06/16,Cash,Hotel Food,,243.00,0,INR,243.00,INR,
18/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
18/06/16,Cash,naveen cosmetic,,45.00,0,INR,45.00,INR,
19/06/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
19/06/16,Cash,Hotel Food,,113.00,0,INR,113.00,INR,
19/06/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
19/06/16,Cash,medical,,27.00,0,INR,27.00,INR,
19/06/16,Cash,Non-Food Prov,,74.00,0,INR,74.00,INR,
19/06/16,Cash,Non-Food Prov,,25.00,0,INR,25.00,INR,
20/06/16,Cash,Hotel Food,,100.00,0,INR,100.00,INR,
21/06/16,Cash,AMB EB,,"2,781.00",0,INR,"2,781.00",INR,
21/06/16,Cash,medical,,200.00,0,INR,200.00,INR,
21/06/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
22/06/16,Cash,Hotel Food,,110.00,0,INR,110.00,INR,
23/06/16,Cash,Household App,,4.00,0,INR,4.00,INR,
23/06/16,Cash,Non-Food Prov,,109.00,0,INR,109.00,INR,
23/06/16,Cash,provision,,88.00,0,INR,88.00,INR,
23/06/16,Cash,healthy food,,112.00,0,INR,112.00,INR,
23/06/16,Cash,SBI LIFE INSUR,,"13,330.00",0,INR,"13,330.00",INR,
23/06/16,Cash,Naveen Mobiles,,"1,293.00",0,INR,"1,293.00",INR,
23/06/16,Cash,MDU EB,,846.00,0,INR,846.00,INR,
24/06/16,Cash,lux food,,120.00,0,INR,120.00,INR,
24/06/16,Cash,naveen cosmetic,,"1,400.00",0,INR,"1,400.00",INR,
24/06/16,Cash,travel,,16.00,0,INR,16.00,INR,
25/06/16,Cash,healthy food,,397.00,0,INR,397.00,INR,
25/06/16,Cash,travel,,438.00,0,INR,438.00,INR,
25/06/16,Cash,provision,,102.00,0,INR,102.00,INR,
25/06/16,Cash,lux food,,242.00,0,INR,242.00,INR,
25/06/16,Cash,travel,,309.00,0,INR,309.00,INR,
26/06/16,Cash,travel,,9.00,0,INR,9.00,INR,
26/06/16,Cash,Hotel Food,,20.00,0,INR,20.00,INR,
26/06/16,Cash,travel,,170.00,0,INR,170.00,INR,
26/06/16,Cash,travel refund,,355.00,0,INR,355.00,INR,
26/06/16,Cash,lux food,,71.00,0,INR,71.00,INR,
26/06/16,Cash,healthy food,,80.00,0,INR,80.00,INR,
26/06/16,Cash,Home & Utilities,,15.00,0,INR,15.00,INR,
26/06/16,Cash,travel,,773.00,0,INR,773.00,INR,
27/06/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
28/06/16,Cash,Hotel Food,,55.00,0,INR,55.00,INR,
29/06/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
29/06/16,Cash,Hotel Food,,160.00,0,INR,160.00,INR,
30/06/16,Cash,provision,,65.00,0,INR,65.00,INR,
30/06/16,Cash,Non-Food Prov,,20.00,0,INR,20.00,INR,
30/06/16,Cash,Bike,,200.00,0,INR,200.00,INR,
30/06/16,Cash,medical,,95.00,0,INR,95.00,INR,
30/06/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
30/06/16,Cash,provision,,10.00,0,INR,10.00,INR,
30/06/16,Cash,Hotel Food,,500.00,0,INR,500.00,INR,
30/06/16,Cash,Hotel Food,,230.00,0,INR,230.00,INR,
01/07/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
01/07/16,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
01/07/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
01/07/16,Cash,vegetable,,10.00,0,INR,10.00,INR,
01/07/16,Cash,Bike,,380.00,0,INR,380.00,INR,front tube change
01/07/16,Cash,Amb Home,,"12,000.00",0,INR,"12,000.00",INR,
02/07/16,Cash,Home & Utilities,,21.00,0,INR,21.00,INR,
02/07/16,Cash,Hotel Food,,115.00,0,INR,115.00,INR,
03/07/16,Cash,healthy food,,86.00,0,INR,86.00,INR,
03/07/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
03/07/16,Cash,Hotel Food,,280.00,0,INR,280.00,INR,
03/07/16,Cash,naveen cosmetic,,600.00,0,INR,600.00,INR,
03/07/16,Cash,provision,,78.00,0,INR,78.00,INR,
04/07/16,Cash,travel,,"3,718.00",0,INR,"3,718.00",INR,
04/07/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
05/07/16,Cash,Hotel Food,,100.00,0,INR,100.00,INR,
06/07/16,Cash,Non-Food Prov,,15.00,0,INR,15.00,INR,
06/07/16,Cash,Hotel Food,,160.00,0,INR,160.00,INR,
06/07/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
06/07/16,Cash,Non-Food Prov,,110.00,0,INR,110.00,INR,
06/07/16,Cash,naveen cosmetic,,130.00,0,INR,130.00,INR,
07/07/16,Cash,travel,,438.00,0,INR,438.00,INR,
07/07/16,Cash,Hotel Food,,120.00,0,INR,120.00,INR,
08/07/16,Cash,Hotel Food,,90.00,0,INR,90.00,INR,
08/07/16,Cash,travel,,150.00,0,INR,150.00,INR,
09/07/16,Cash,naveen cosmetic,,410.00,0,INR,410.00,INR,
09/07/16,Cash,travel,,15.00,0,INR,15.00,INR,
09/07/16,Cash,travel,,30.00,0,INR,30.00,INR,
10/07/16,Cash,healthy food,,70.00,0,INR,70.00,INR,
10/07/16,Cash,medical,,30.00,0,INR,30.00,INR,
10/07/16,Cash,healthy food,,135.00,0,INR,135.00,INR,
11/07/16,Cash,travel,,410.00,0,INR,410.00,INR,
11/07/16,Cash,medical,,"1,500.00",0,INR,"1,500.00",INR,
11/07/16,Cash,travel,,585.00,0,INR,585.00,INR,
11/07/16,Cash,healthy food,,60.00,0,INR,60.00,INR,
11/07/16,Cash,medical,,"15,600.00",0,INR,"15,600.00",INR,
11/07/16,Cash,lux food,,185.00,0,INR,185.00,INR,
11/07/16,Cash,travel,,310.00,0,INR,310.00,INR,
12/07/16,Cash,travel,,6.00,0,INR,6.00,INR,
13/07/16,Cash,Hotel Food,,240.00,0,INR,240.00,INR,
14/07/16,Cash,Hotel Food,,200.00,0,INR,200.00,INR,
14/07/16,Cash,Household App,,"13,114.00",0,INR,"13,114.00",INR,micromax tv
15/07/16,Cash,travel refund,,195.00,0,INR,195.00,INR,
15/07/16,Cash,Hotel Food,,500.00,0,INR,500.00,INR,
15/07/16,Cash,Hotel Food,,35.00,0,INR,35.00,INR,
16/07/16,Cash,provision,,165.00,0,INR,165.00,INR,
16/07/16,Cash,Non-Food Prov,,69.00,0,INR,69.00,INR,
16/07/16,Cash,naveen cosmetic,,88.00,0,INR,88.00,INR,
16/07/16,Cash,Hotel Food,,20.00,0,INR,20.00,INR,
16/07/16,Cash,provision,,56.00,0,INR,56.00,INR,
16/07/16,Cash,naveen cosmetic,,210.00,0,INR,210.00,INR,
16/07/16,Cash,Non-Food Prov,,45.00,0,INR,45.00,INR,
16/07/16,Cash,healthy food,,95.00,0,INR,95.00,INR,
17/07/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
17/07/16,Cash,Hotel Food,,250.00,0,INR,250.00,INR,
18/07/16,Cash,Hotel Food,,50.00,0,INR,50.00,INR,
18/07/16,Cash,Hotel Food,,18.00,0,INR,18.00,INR,
19/07/16,Cash,Hotel Food,,240.00,0,INR,240.00,INR,
19/07/16,Cash,Hotel Food,,100.00,0,INR,100.00,INR,
21/07/16,Cash,travel,,438.00,0,INR,438.00,INR,
21/07/16,Cash,Hotel Food,,150.00,0,INR,150.00,INR,
22/07/16,Cash,Hotel Food,,70.00,0,INR,70.00,INR,
22/07/16,Cash,Household App,,"2,000.00",0,INR,"2,000.00",INR,
22/07/16,Cash,travel,,130.00,0,INR,130.00,INR,
23/07/16,Cash,travel,,135.00,0,INR,135.00,INR,
23/07/16,Cash,Household App,,"4,800.00",0,INR,"4,800.00",INR,
23/07/16,Cash,Bike,,900.00,0,INR,900.00,INR,
23/07/16,Cash,healthy food,,298.00,0,INR,298.00,INR,
23/07/16,Cash,lux food,,160.00,0,INR,160.00,INR,
23/07/16,Cash,medical,,60.00,0,INR,60.00,INR,
23/07/16,Cash,Naveen Mobiles,,96.00,0,INR,96.00,INR,
24/07/16,Cash,healthy food,,160.00,0,INR,160.00,INR,
24/07/16,Cash,travel,,508.00,0,INR,508.00,INR,
24/07/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
25/07/16,Cash,naveen cosmetic,,230.00,0,INR,230.00,INR,
25/07/16,Cash,Household App,,55.00,0,INR,55.00,INR,
25/07/16,Cash,Knowledge,,225.00,0,INR,225.00,INR,
25/07/16,Cash,naveen cosmetic,,185.00,0,INR,185.00,INR,
27/07/16,Cash,travel refund,,450.00,0,INR,450.00,INR,
27/07/16,Cash,healthy food,,243.00,0,INR,243.00,INR,
27/07/16,Cash,lux food,,26.00,0,INR,26.00,INR,
27/07/16,Cash,healthy food,,40.00,0,INR,40.00,INR,
28/07/16,Cash,Hotel Food,,20.00,0,INR,20.00,INR,
28/07/16,Cash,Hotel Food,,200.00,0,INR,200.00,INR,
28/07/16,Cash,blore training,,200.00,0,INR,200.00,INR,
28/07/16,Cash,lux food,,30.00,0,INR,30.00,INR,
29/07/16,Cash,blore training,,"5,600.00",0,INR,"5,600.00",INR,
29/07/16,Cash,blore training,,250.00,0,INR,250.00,INR,
29/07/16,Cash,blore training,,750.00,0,INR,750.00,INR,
29/07/16,Cash,blore training,,"1,100.00",0,INR,"1,100.00",INR,
29/07/16,Cash,naveen cosmetic,,100.00,0,INR,100.00,INR,
30/07/16,Cash,blore training,,49.00,0,INR,49.00,INR,
30/07/16,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
30/07/16,Cash,healthy food,,107.00,0,INR,107.00,INR,
30/07/16,Cash,healthy food,,178.00,0,INR,178.00,INR,
30/07/16,Cash,naveen cosmetic,,93.00,0,INR,93.00,INR,
30/07/16,Cash,naveen cosmetic,,88.00,0,INR,88.00,INR,
30/07/16,Cash,naveen cosmetic,,21.00,0,INR,21.00,INR,
30/07/16,Cash,Non-Food Prov,,46.00,0,INR,46.00,INR,
30/07/16,Cash,Bike,,210.00,0,INR,210.00,INR,
30/07/16,Cash,provision,,83.00,0,INR,83.00,INR,
30/07/16,Cash,healthy food,,30.00,0,INR,30.00,INR,
30/07/16,Cash,Hotel Food,,160.00,0,INR,160.00,INR,
31/07/16,Cash,Household App,,700.00,0,INR,700.00,INR,
31/07/16,Cash,Hotel Food,,500.00,0,INR,500.00,INR,
31/07/16,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
31/07/16,Cash,Hotel Food,,250.00,0,INR,250.00,INR,
01/08/16,Cash,travel,,"2,028.00",0,INR,"2,028.00",INR,
01/08/16,Cash,Amb Home,,"12,000.00",0,INR,"12,000.00",INR,
02/08/16,Cash,Hotel Food,,83.00,0,INR,83.00,INR,
03/08/16,Cash,medical,,200.00,0,INR,200.00,INR,
03/08/16,Cash,Hotel Food,,80.00,0,INR,80.00,INR,
04/08/16,Cash,naveen cosmetic,,15.00,0,INR,15.00,INR,
04/08/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
04/08/16,Cash,Hotel Food,,260.00,0,INR,260.00,INR,
04/08/16,Cash,healthy food,,108.00,0,INR,108.00,INR,
04/08/16,Cash,healthy food,,25.00,0,INR,25.00,INR,
04/08/16,Cash,healthy food,,149.00,0,INR,149.00,INR,
05/08/16,Cash,p-trip,,"1,570.00",0,INR,"1,570.00",INR,
07/08/16,Cash,Hotel Food,,103.00,0,INR,103.00,INR,
07/08/16,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
07/08/16,Cash,Naveen Mobiles,,"2,000.00",0,INR,"2,000.00",INR,
08/08/16,Cash,healthy food,,84.00,0,INR,84.00,INR,
10/08/16,Cash,travel,,29.00,0,INR,29.00,INR,
10/08/16,Cash,Hotel Food,,270.00,0,INR,270.00,INR,
11/08/16,Cash,lux food,,653.00,0,INR,653.00,INR,
11/08/16,Cash,healthy food,,105.00,0,INR,105.00,INR,
